data_transacao,loja_id,id_conta,valor_realizado,descricao_sistema
2023-01-10 00:00:00,Loja_Centro,101,315.95,Transação padrão - Vendas Bebida
2023-01-10 00:00:00,Loja_Centro,101,174.0,Transação padrão - Vendas Bebida
2023-01-10 00:00:00,Loja_Centro,200,1090.57,Transação padrão - CMV - Comida
2023-01-10 00:00:00,Loja_Centro,200,270.95,Transação padrão - CMV - Comida
2023-01-10 00:00:00,Loja_Centro,201,328.89,
2023-01-10 00:00:00,Loja_Centro,201,1036.0,Transação padrão - CMV - Bebida
2023-01-10 00:00:00,Loja_Centro,300,515.9,Transação padrão - Salários
2023-01-10 00:00:00,Loja_Centro,300,175.36,Transação padrão - Salários
2023-01-10 00:00:00,Loja_Centro,300,516.3,Transação padrão - Salários
2023-01-10 00:00:00,Loja_Centro,301,99.0,Transação padrão - Horas Extras
2023-01-10 00:00:00,Loja_Centro,400,69.42,Transação padrão - Marketing e Publicidade
2023-01-10 00:00:00,Loja_Centro,400,579.33,Transação padrão - Marketing e Publicidade
2023-01-10 00:00:00,Loja_Centro,401,917.26,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-10 00:00:00,Loja_Centro,401,1133.42,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-10 00:00:00,Loja_Centro,401,961.11,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-11 00:00:00,Loja_Centro,100,712.88,Transação padrão - Vendas Comida
2023-01-11 00:00:00,Loja_Centro,100,828.13,Transação padrão - Vendas Comida
2023-01-11 00:00:00,Loja_Centro,100,487.44,Transação padrão - Vendas Comida
2023-01-11 00:00:00,Loja_Centro,101,810.58,Transação padrão - Vendas Bebida
2023-01-11 00:00:00,Loja_Centro,101,589.33,Transação padrão - Vendas Bebida
2023-01-11 00:00:00,Loja_Centro,101,603.48,Transação padrão - Vendas Bebida
2023-01-11 00:00:00,Loja_Centro,200,1117.25,Transação padrão - CMV - Comida
2023-01-11 00:00:00,Loja_Centro,200,562.7,Transação padrão - CMV - Comida
2023-01-11 00:00:00,Loja_Centro,201,954.21,Transação padrão - CMV - Bebida
2023-01-11 00:00:00,Loja_Centro,201,182.56,Transação padrão - CMV - Bebida
2023-01-11 00:00:00,Loja_Centro,300,1063.96,Transação padrão - Salários
2023-01-11 00:00:00,Loja_Centro,300,1031.82,Transação padrão - Salários
2023-01-11 00:00:00,Loja_Centro,300,890.09,Transação padrão - Salários
2023-01-11 00:00:00,Loja_Centro,301,341.02,Transação padrão - Horas Extras
2023-01-11 00:00:00,Loja_Centro,301,795.01,Transação padrão - Horas Extras
2023-01-11 00:00:00,Loja_Centro,400,874.97,Transação padrão - Marketing e Publicidade
2023-01-11 00:00:00,Loja_Centro,400,1118.71,Transação padrão - Marketing e Publicidade
2023-01-11 00:00:00,Loja_Centro,401,264.38,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-11 00:00:00,Loja_Centro,401,1113.45,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-11 00:00:00,Loja_Centro,401,387.12,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-12 00:00:00,Loja_Centro,100,264.14,Transação padrão - Vendas Comida
2023-01-12 00:00:00,Loja_Centro,101,451.45,Transação padrão - Vendas Bebida
2023-01-12 00:00:00,Loja_Centro,101,304.27,Transação padrão - Vendas Bebida
2023-01-12 00:00:00,Loja_Centro,101,473.6,Transação padrão - Vendas Bebida
2023-01-12 00:00:00,Loja_Centro,200,812.2,Transação padrão - CMV - Comida
2023-01-12 00:00:00,Loja_Centro,200,830.69,Transação padrão - CMV - Comida
2023-01-12 00:00:00,Loja_Centro,201,377.24,Transação padrão - CMV - Bebida
2023-01-12 00:00:00,Loja_Centro,201,1064.33,Transação padrão - CMV - Bebida
2023-01-12 00:00:00,Loja_Centro,300,281.83,Transação padrão - Salários
2023-01-12 00:00:00,Loja_Centro,301,822.07,Transação padrão - Horas Extras
2023-01-12 00:00:00,Loja_Centro,301,244.14,Transação padrão - Horas Extras
2023-01-12 00:00:00,Loja_Centro,400,189.43,Transação padrão - Marketing e Publicidade
2023-01-12 00:00:00,Loja_Centro,401,776.56,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-12 00:00:00,Loja_Centro,401,700.73,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-12 00:00:00,Loja_Centro,401,979.82,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-13 00:00:00,Loja_Centro,100,563.19,Transação padrão - Vendas Comida
2023-01-13 00:00:00,Loja_Centro,101,462.81,Transação padrão - Vendas Bebida
2023-01-13 00:00:00,Loja_Centro,200,383.15,Transação padrão - CMV - Comida
2023-01-13 00:00:00,Loja_Centro,200,1111.67,Transação padrão - CMV - Comida
2023-01-13 00:00:00,Loja_Centro,200,1109.36,Transação padrão - CMV - Comida
2023-01-13 00:00:00,Loja_Centro,201,369.97,Transação padrão - CMV - Bebida
2023-01-13 00:00:00,Loja_Centro,300,205.73,Transação padrão - Salários
2023-01-13 00:00:00,Loja_Centro,300,830.56,Transação padrão - Salários
2023-01-13 00:00:00,Loja_Centro,301,645.16,Transação padrão - Horas Extras
2023-01-13 00:00:00,Loja_Centro,301,711.53,Transação padrão - Horas Extras
2023-01-13 00:00:00,Loja_Centro,400,918.28,Transação padrão - Marketing e Publicidade
2023-01-13 00:00:00,Loja_Centro,400,569.67,Transação padrão - Marketing e Publicidade
2023-01-13 00:00:00,Loja_Centro,400,627.82,Transação padrão - Marketing e Publicidade
2023-01-13 00:00:00,Loja_Centro,401,384.88,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-14 00:00:00,Loja_Centro,100,1042.37,Transação padrão - Vendas Comida
2023-01-14 00:00:00,Loja_Centro,101,206.51,Transação padrão - Vendas Bebida
2023-01-14 00:00:00,Loja_Centro,200,1116.49,Transação padrão - CMV - Comida
2023-01-14 00:00:00,Loja_Centro,201,393.17,Transação padrão - CMV - Bebida
2023-01-14 00:00:00,Loja_Centro,201,751.73,Transação padrão - CMV - Bebida
2023-01-14 00:00:00,Loja_Centro,300,524.26,Transação padrão - Salários
2023-01-14 00:00:00,Loja_Centro,300,1142.97,
2023-01-14 00:00:00,Loja_Centro,301,382.46,Transação padrão - Horas Extras
2023-01-14 00:00:00,Loja_Centro,400,734.29,Transação padrão - Marketing e Publicidade
2023-01-14 00:00:00,Loja_Centro,400,1097.29,Transação padrão - Marketing e Publicidade
2023-01-14 00:00:00,Loja_Centro,400,407.93,Transação padrão - Marketing e Publicidade
2023-01-14 00:00:00,Loja_Centro,401,1081.01,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-15 00:00:00,Loja_Centro,100,471.85,Transação padrão - Vendas Comida
2023-01-15 00:00:00,Loja_Centro,100,976.35,Transação padrão - Vendas Comida
2023-01-15 00:00:00,Loja_Centro,101,746.39,Transação padrão - Vendas Bebida
2023-01-15 00:00:00,Loja_Centro,101,633.01,Transação padrão - Vendas Bebida
2023-01-15 00:00:00,Loja_Centro,101,835.83,
2023-01-15 00:00:00,Loja_Centro,200,972.25,Transação padrão - CMV - Comida
2023-01-15 00:00:00,Loja_Centro,200,589.09,Transação padrão - CMV - Comida
2023-01-15 00:00:00,Loja_Centro,201,440.75,Transação padrão - CMV - Bebida
2023-01-15 00:00:00,Loja_Centro,201,1108.27,Transação padrão - CMV - Bebida
2023-01-15 00:00:00,Loja_Centro,300,432.81,Transação padrão - Salários
2023-01-15 00:00:00,Loja_Centro,300,665.13,Transação padrão - Salários
2023-01-15 00:00:00,Loja_Centro,300,593.57,Transação padrão - Salários
2023-01-15 00:00:00,Loja_Centro,301,784.02,Transação padrão - Horas Extras
2023-01-15 00:00:00,Loja_Centro,301,970.89,Transação padrão - Horas Extras
2023-01-15 00:00:00,Loja_Centro,400,265.34,
2023-01-15 00:00:00,Loja_Centro,400,181.13,Transação padrão - Marketing e Publicidade
2023-01-15 00:00:00,Loja_Centro,400,1096.69,Transação padrão - Marketing e Publicidade
2023-01-15 00:00:00,Loja_Centro,401,920.31,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-16 00:00:00,Loja_Centro,100,768.07,Transação padrão - Vendas Comida
2023-01-16 00:00:00,Loja_Centro,101,1066.81,Transação padrão - Vendas Bebida
2023-01-16 00:00:00,Loja_Centro,101,601.48,Transação padrão - Vendas Bebida
2023-01-16 00:00:00,Loja_Centro,101,575.06,Transação padrão - Vendas Bebida
2023-01-16 00:00:00,Loja_Centro,200,596.61,Transação padrão - CMV - Comida
2023-01-16 00:00:00,Loja_Centro,200,1111.45,Transação padrão - CMV - Comida
2023-01-16 00:00:00,Loja_Centro,200,1012.97,Transação padrão - CMV - Comida
2023-01-16 00:00:00,Loja_Centro,201,74.95,Transação padrão - CMV - Bebida
2023-01-16 00:00:00,Loja_Centro,201,770.54,Transação padrão - CMV - Bebida
2023-01-16 00:00:00,Loja_Centro,300,802.24,Transação padrão - Salários
2023-01-16 00:00:00,Loja_Centro,301,1072.53,Transação padrão - Horas Extras
2023-01-16 00:00:00,Loja_Centro,301,76.84,Transação padrão - Horas Extras
2023-01-16 00:00:00,Loja_Centro,301,621.29,Transação padrão - Horas Extras
2023-01-16 00:00:00,Loja_Centro,400,1038.78,Transação padrão - Marketing e Publicidade
2023-01-16 00:00:00,Loja_Centro,401,573.31,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-17 00:00:00,Loja_Centro,100,615.76,Transação padrão - Vendas Comida
2023-01-17 00:00:00,Loja_Centro,101,246.58,Transação padrão - Vendas Bebida
2023-01-17 00:00:00,Loja_Centro,101,605.59,Transação padrão - Vendas Bebida
2023-01-17 00:00:00,Loja_Centro,101,390.03,Transação padrão - Vendas Bebida
2023-01-17 00:00:00,Loja_Centro,200,541.86,Transação padrão - CMV - Comida
2023-01-17 00:00:00,Loja_Centro,201,1109.62,Transação padrão - CMV - Bebida
2023-01-17 00:00:00,Loja_Centro,201,194.9,Transação padrão - CMV - Bebida
2023-01-17 00:00:00,Loja_Centro,300,755.61,
2023-01-17 00:00:00,Loja_Centro,300,73.37,Transação padrão - Salários
2023-01-17 00:00:00,Loja_Centro,301,79.0,Transação padrão - Horas Extras
2023-01-17 00:00:00,Loja_Centro,400,1093.64,Transação padrão - Marketing e Publicidade
2023-01-17 00:00:00,Loja_Centro,400,787.93,Transação padrão - Marketing e Publicidade
2023-01-17 00:00:00,Loja_Centro,401,619.83,
2023-01-17 00:00:00,Loja_Centro,401,193.19,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-18 00:00:00,Loja_Centro,100,262.7,Transação padrão - Vendas Comida
2023-01-18 00:00:00,Loja_Centro,100,90.24,Transação padrão - Vendas Comida
2023-01-18 00:00:00,Loja_Centro,101,601.32,Transação padrão - Vendas Bebida
2023-01-18 00:00:00,Loja_Centro,101,988.09,Transação padrão - Vendas Bebida
2023-01-18 00:00:00,Loja_Centro,200,1076.43,Transação padrão - CMV - Comida
2023-01-18 00:00:00,Loja_Centro,200,363.63,Transação padrão - CMV - Comida
2023-01-18 00:00:00,Loja_Centro,201,1040.8,
2023-01-18 00:00:00,Loja_Centro,201,448.22,Transação padrão - CMV - Bebida
2023-01-18 00:00:00,Loja_Centro,201,487.41,Transação padrão - CMV - Bebida
2023-01-18 00:00:00,Loja_Centro,300,59.59,Transação padrão - Salários
2023-01-18 00:00:00,Loja_Centro,301,640.52,Transação padrão - Horas Extras
2023-01-18 00:00:00,Loja_Centro,400,920.97,Transação padrão - Marketing e Publicidade
2023-01-18 00:00:00,Loja_Centro,401,132.55,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-19 00:00:00,Loja_Centro,100,1162.74,Transação padrão - Vendas Comida
2023-01-19 00:00:00,Loja_Centro,100,766.9,Transação padrão - Vendas Comida
2023-01-19 00:00:00,Loja_Centro,100,338.73,Transação padrão - Vendas Comida
2023-01-19 00:00:00,Loja_Centro,101,618.15,Transação padrão - Vendas Bebida
2023-01-19 00:00:00,Loja_Centro,200,1099.02,Transação padrão - CMV - Comida
2023-01-19 00:00:00,Loja_Centro,200,737.38,Transação padrão - CMV - Comida
2023-01-19 00:00:00,Loja_Centro,200,279.59,Transação padrão - CMV - Comida
2023-01-19 00:00:00,Loja_Centro,201,80.87,Transação padrão - CMV - Bebida
2023-01-19 00:00:00,Loja_Centro,201,325.46,Transação padrão - CMV - Bebida
2023-01-19 00:00:00,Loja_Centro,201,656.51,Transação padrão - CMV - Bebida
2023-01-19 00:00:00,Loja_Centro,300,183.89,Transação padrão - Salários
2023-01-19 00:00:00,Loja_Centro,301,102.84,Transação padrão - Horas Extras
2023-01-19 00:00:00,Loja_Centro,301,228.27,Transação padrão - Horas Extras
2023-01-19 00:00:00,Loja_Centro,301,552.01,
2023-01-19 00:00:00,Loja_Centro,400,625.77,Transação padrão - Marketing e Publicidade
2023-01-19 00:00:00,Loja_Centro,401,867.2,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-19 00:00:00,Loja_Centro,401,795.26,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-19 00:00:00,Loja_Centro,401,671.47,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-20 00:00:00,Loja_Centro,100,807.93,Transação padrão - Vendas Comida
2023-01-20 00:00:00,Loja_Centro,101,479.54,Transação padrão - Vendas Bebida
2023-01-20 00:00:00,Loja_Centro,200,1039.24,Transação padrão - CMV - Comida
2023-01-20 00:00:00,Loja_Centro,201,263.26,Transação padrão - CMV - Bebida
2023-01-20 00:00:00,Loja_Centro,201,876.9,Transação padrão - CMV - Bebida
2023-01-20 00:00:00,Loja_Centro,300,92.74,Transação padrão - Salários
2023-01-20 00:00:00,Loja_Centro,300,922.52,Transação padrão - Salários
2023-01-20 00:00:00,Loja_Centro,301,737.83,Transação padrão - Horas Extras
2023-01-20 00:00:00,Loja_Centro,301,845.08,
2023-01-20 00:00:00,Loja_Centro,400,546.9,Transação padrão - Marketing e Publicidade
2023-01-20 00:00:00,Loja_Centro,401,150.08,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-20 00:00:00,Loja_Centro,401,841.12,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-20 00:00:00,Loja_Centro,401,225.02,Transação padrão - Renda e Serviços (Água/Luz)
2023-01-21 00:00:00,Loja_Centro,100,800.87,Transação padrão - Vendas Comida
2023-01-21 00:00:00,Loja_Centro,101,728.07,Transação padrão - Vendas Bebida
